date,base_price,unit
2022-08-24,0.27,US$/Wp
2022-08-24,0.27,US$/Wp
2022-08-24,0.275,US$/Wp
2022-08-24,0.275,US$/Wp
2022-08-31,0.215,US$/Wp
2022-08-31,0.29,US$/Wp
2022-08-31,0.29,US$/Wp
2022-08-31,0.29,US$/Wp
2022-08-31,0.29,US$/Wp
2022-08-31,0.265,US$/Wp
2022-08-31,0.27,US$/Wp
2022-08-31,0.27,US$/Wp
2022-08-31,0.275,US$/Wp
2022-08-31,0.275,US$/Wp
2022-09-07,0.213,US$/Wp
2022-09-07,0.28,US$/Wp
2022-09-07,0.28,US$/Wp
2022-09-07,0.28,US$/Wp
2022-09-07,0.28,US$/Wp
2022-09-07,0.265,US$/Wp
2022-09-07,0.27,US$/Wp
2022-09-07,0.27,US$/Wp
2022-09-07,0.275,US$/Wp
2022-09-07,0.275,US$/Wp
2022-09-14,0.212,US$/Wp
2022-09-14,0.28,US$/Wp
2022-09-14,0.28,US$/Wp
2022-09-14,0.28,US$/Wp
2022-09-14,0.28,US$/Wp
2022-09-14,0.26,US$/Wp
2022-09-14,0.268,US$/Wp
2022-09-14,0.268,US$/Wp
2022-09-14,0.273,US$/Wp
2022-09-14,0.273,US$/Wp
2022-09-21,0.21,US$/Wp
2022-09-21,0.28,US$/Wp
2022-09-21,0.28,US$/Wp
2022-09-21,0.28,US$/Wp
2022-09-21,0.28,US$/Wp
2022-09-21,0.26,US$/Wp
2022-09-21,0.265,US$/Wp
2022-09-21,0.265,US$/Wp
2022-09-21,0.27,US$/Wp
2022-09-21,0.27,US$/Wp
2022-09-28,0.204,US$/Wp
2022-09-28,0.28,US$/Wp
2022-09-28,0.28,US$/Wp
2022-09-28,0.28,US$/Wp
2022-09-28,0.28,US$/Wp
2022-09-28,0.255,US$/Wp
2022-09-28,0.26,US$/Wp
2022-09-28,0.26,US$/Wp
2022-09-28,0.265,US$/Wp
2022-09-28,0.265,US$/Wp
2022-10-05,0.204,US$/Wp
2022-10-05,0.28,US$/Wp
2022-10-05,0.28,US$/Wp
2022-10-05,0.28,US$/Wp
2022-10-05,0.28,US$/Wp
2022-10-05,0.255,US$/Wp
2022-10-05,0.26,US$/Wp
2022-10-05,0.26,US$/Wp
2022-10-05,0.265,US$/Wp
2022-10-05,0.265,US$/Wp
2022-10-12,0.203,US$/Wp
2022-10-12,0.27,US$/Wp
2022-10-12,0.27,US$/Wp
2022-10-12,0.28,US$/Wp
2022-10-12,0.28,US$/Wp
2022-10-12,0.25,US$/Wp
2022-10-12,0.26,US$/Wp
2022-10-12,0.26,US$/Wp
2022-10-12,0.265,US$/Wp
2022-10-12,0.265,US$/Wp
2022-10-19,0.201,US$/Wp
2022-10-19,0.27,US$/Wp
2022-10-19,0.27,US$/Wp
2022-10-19,0.28,US$/Wp
2022-10-19,0.28,US$/Wp
2022-10-19,0.25,US$/Wp
2022-10-19,0.26,US$/Wp
2022-10-19,0.26,US$/Wp
2022-10-19,0.265,US$/Wp
2022-10-19,0.265,US$/Wp
2022-10-26,0.2,US$/Wp
2022-10-26,0.27,US$/Wp
2022-10-26,0.27,US$/Wp
2022-10-26,0.28,US$/Wp
2022-10-26,0.28,US$/Wp
2022-10-26,0.25,US$/Wp
2022-10-26,0.26,US$/Wp
2022-10-26,0.26,US$/Wp
2022-10-26,0.265,US$/Wp
2022-10-26,0.265,US$/Wp
2022-11-02,0.198,US$/Wp
2022-11-02,0.27,US$/Wp
2022-11-02,0.27,US$/Wp
2022-11-02,0.27,US$/Wp
2022-11-02,0.27,US$/Wp
2022-11-02,0.25,US$/Wp
2022-11-02,0.26,US$/Wp
2022-11-02,0.26,US$/Wp
2022-11-02,0.265,US$/Wp
2022-11-02,0.265,US$/Wp
2022-11-09,0.197,US$/Wp
2022-11-09,0.27,US$/Wp
2022-11-09,0.27,US$/Wp
2022-11-09,0.27,US$/Wp
2022-11-09,0.27,US$/Wp
2022-11-09,0.25,US$/Wp
2022-11-09,0.26,US$/Wp
2022-11-09,0.26,US$/Wp
2022-11-09,0.265,US$/Wp
2022-11-09,0.265,US$/Wp
2022-11-16,0.201,US$/Wp
2022-11-16,0.28,US$/Wp
2022-11-16,0.28,US$/Wp
2022-11-16,0.28,US$/Wp
2022-11-16,0.28,US$/Wp
2022-11-16,0.25,US$/Wp
2022-11-16,0.255,US$/Wp
2022-11-16,0.255,US$/Wp
2022-11-16,0.26,US$/Wp
2022-11-16,0.26,US$/Wp
2022-11-23,0.2,US$/Wp
2022-11-23,0.27,US$/Wp
2022-11-23,0.27,US$/Wp
2022-11-23,0.28,US$/Wp
2022-11-23,0.28,US$/Wp
2022-11-23,0.25,US$/Wp
2022-11-23,0.255,US$/Wp
2022-11-23,0.255,US$/Wp
2022-11-23,0.26,US$/Wp
2022-11-23,0.26,US$/Wp
2022-11-30,0.2,US$/Wp
2022-11-30,0.28,US$/Wp
2022-11-30,0.28,US$/Wp
2022-11-30,0.28,US$/Wp
2022-11-30,0.28,US$/Wp
2022-11-30,0.245,US$/Wp
2022-11-30,0.25,US$/Wp
2022-11-30,0.25,US$/Wp
2022-11-30,0.255,US$/Wp
2022-11-30,0.255,US$/Wp
2022-12-07,0.204,US$/Wp
2022-12-07,0.28,US$/Wp
2022-12-07,0.28,US$/Wp
2022-12-07,0.28,US$/Wp
2022-12-07,0.28,US$/Wp
2022-12-07,0.24,US$/Wp
2022-12-07,0.245,US$/Wp
2022-12-07,0.245,US$/Wp
2022-12-07,0.25,US$/Wp
2022-12-07,0.25,US$/Wp
2022-12-14,0.203,US$/Wp
2022-12-14,0.28,US$/Wp
2022-12-14,0.28,US$/Wp
2022-12-14,0.28,US$/Wp
2022-12-14,0.28,US$/Wp
2022-12-14,0.24,US$/Wp
2022-12-14,0.245,US$/Wp
2022-12-14,0.245,US$/Wp
2022-12-14,0.25,US$/Wp
2022-12-14,0.25,US$/Wp
2022-12-21,0.201,US$/Wp
2022-12-21,0.28,US$/Wp
2022-12-21,0.28,US$/Wp
2022-12-21,0.28,US$/Wp
2022-12-21,0.28,US$/Wp
2022-12-21,0.235,US$/Wp
2022-12-21,0.24,US$/Wp
2022-12-21,0.24,US$/Wp
2022-12-21,0.245,US$/Wp
2022-12-21,0.245,US$/Wp
2022-12-28,0.198,US$/Wp
2022-12-28,0.27,US$/Wp
2022-12-28,0.27,US$/Wp
2022-12-28,0.28,US$/Wp
2022-12-28,0.28,US$/Wp
2022-12-28,0.235,US$/Wp
2022-12-28,0.24,US$/Wp
2022-12-28,0.24,US$/Wp
2022-12-28,0.245,US$/Wp
2022-12-28,0.245,US$/Wp
2023-01-04,0.192,US$/Wp
2023-01-04,0.26,US$/Wp
2023-01-04,0.26,US$/Wp
2023-01-04,0.26,US$/Wp
2023-01-04,0.26,US$/Wp
2023-01-04,0.235,US$/Wp
2023-01-04,0.24,US$/Wp
2023-01-04,0.24,US$/Wp
2023-01-04,0.245,US$/Wp
2023-01-04,0.245,US$/Wp
2023-01-11,0.19,US$/Wp
2023-01-11,0.26,US$/Wp
2023-01-11,0.26,US$/Wp
2023-01-11,0.26,US$/Wp
2023-01-11,0.26,US$/Wp
2023-01-11,0.23,US$/Wp
2023-01-11,0.23,US$/Wp
2023-01-11,0.235,US$/Wp
2023-01-11,0.235,US$/Wp
2023-01-18,0.19,US$/Wp
2023-01-18,0.26,US$/Wp
2023-01-18,0.26,US$/Wp
2023-01-18,0.26,US$/Wp
2023-01-18,0.26,US$/Wp
2023-01-18,0.225,US$/Wp
2023-01-18,0.225,US$/Wp
2023-01-18,0.23,US$/Wp
2023-01-18,0.23,US$/Wp
2023-01-25,0.19,US$/Wp
2023-01-25,0.26,US$/Wp
2023-01-25,0.26,US$/Wp
2023-01-25,0.26,US$/Wp
2023-01-25,0.26,US$/Wp
2023-01-25,0.225,US$/Wp
2023-01-25,0.225,US$/Wp
2023-01-25,0.23,US$/Wp
2023-01-25,0.23,US$/Wp
2023-02-01,0.189,US$/Wp
2023-02-01,0.26,US$/Wp
2023-02-01,0.26,US$/Wp
2023-02-01,0.27,US$/Wp
2023-02-01,0.27,US$/Wp
2023-02-01,0.225,US$/Wp
2023-02-01,0.225,US$/Wp
2023-02-01,0.23,US$/Wp
2023-02-01,0.23,US$/Wp
2023-02-08,0.189,US$/Wp
2023-02-08,0.26,US$/Wp
2023-02-08,0.26,US$/Wp
2023-02-08,0.26,US$/Wp
2023-02-08,0.26,US$/Wp
2023-02-08,0.225,US$/Wp
2023-02-08,0.225,US$/Wp
2023-02-08,0.23,US$/Wp
2023-02-08,0.23,US$/Wp
2023-02-15,0.189,US$/Wp
2023-02-15,0.26,US$/Wp
2023-02-15,0.26,US$/Wp
2023-02-15,0.26,US$/Wp
2023-02-15,0.26,US$/Wp
2023-02-15,0.225,US$/Wp
2023-02-15,0.225,US$/Wp
2023-02-15,0.23,US$/Wp
2023-02-15,0.23,US$/Wp
2023-02-22,0.187,US$/Wp
2023-02-22,0.26,US$/Wp
2023-02-22,0.26,US$/Wp
2023-02-22,0.26,US$/Wp
2023-02-22,0.26,US$/Wp
2023-02-22,0.225,US$/Wp
2023-02-22,0.225,US$/Wp
2023-02-22,0.23,US$/Wp
2023-02-22,0.23,US$/Wp
2023-03-01,0.186,US$/Wp
2023-03-01,0.25,US$/Wp
2023-03-01,0.25,US$/Wp
2023-03-01,0.26,US$/Wp
2023-03-01,0.26,US$/Wp
2023-03-01,0.22,US$/Wp
2023-03-01,0.22,US$/Wp
2023-03-01,0.225,US$/Wp
2023-03-01,0.225,US$/Wp
2023-03-08,0.185,US$/Wp
2023-03-08,0.25,US$/Wp
2023-03-08,0.25,US$/Wp
2023-03-08,0.26,US$/Wp
2023-03-08,0.26,US$/Wp
2023-03-08,0.22,US$/Wp
2023-03-08,0.22,US$/Wp
2023-03-08,0.225,US$/Wp
2023-03-08,0.225,US$/Wp
2023-03-15,0.185,US$/Wp
2023-03-15,0.25,US$/Wp
2023-03-15,0.25,US$/Wp
2023-03-15,0.26,US$/Wp
2023-03-15,0.26,US$/Wp
2023-03-15,0.22,US$/Wp
2023-03-15,0.22,US$/Wp
2023-03-15,0.225,US$/Wp
2023-03-15,0.225,US$/Wp
2023-03-22,0.185,US$/Wp
2023-03-22,0.25,US$/Wp
2023-03-22,0.25,US$/Wp
2023-03-22,0.26,US$/Wp
2023-03-22,0.26,US$/Wp
2023-03-22,0.22,US$/Wp
2023-03-22,0.22,US$/Wp
2023-03-22,0.225,US$/Wp
2023-03-22,0.225,US$/Wp
2023-03-29,0.185,US$/Wp
2023-03-29,0.208,US$/Wp
2023-03-29,0.25,US$/Wp
2023-03-29,0.25,US$/Wp
2023-03-29,0.26,US$/Wp
2023-03-29,0.26,US$/Wp
2023-03-29,0.22,US$/Wp
2023-03-29,0.22,US$/Wp
2023-03-29,0.225,US$/Wp
2023-03-29,0.225,US$/Wp
2023-04-05,0.206,US$/Wp
2023-04-05,0.25,US$/Wp
2023-04-05,0.25,US$/Wp
2023-04-05,0.26,US$/Wp
2023-04-05,0.26,US$/Wp
2023-04-05,0.215,US$/Wp
2023-04-05,0.215,US$/Wp
2023-04-05,0.22,US$/Wp
2023-04-05,0.22,US$/Wp
2023-04-12,0.205,US$/Wp
2023-04-12,0.24,US$/Wp
2023-04-12,0.24,US$/Wp
2023-04-12,0.25,US$/Wp
2023-04-12,0.25,US$/Wp
2023-04-12,0.215,US$/Wp
2023-04-12,0.215,US$/Wp
2023-04-12,0.22,US$/Wp
2023-04-12,0.22,US$/Wp
2023-04-19,0.205,US$/Wp
2023-04-19,0.24,US$/Wp
2023-04-19,0.24,US$/Wp
2023-04-19,0.25,US$/Wp
2023-04-19,0.25,US$/Wp
2023-04-19,0.215,US$/Wp
2023-04-19,0.215,US$/Wp
2023-04-19,0.22,US$/Wp
2023-04-19,0.22,US$/Wp
2023-04-19,0.26,US$/Wp
2023-04-19,0.28,US$/Wp
2023-04-26,0.205,US$/Wp
2023-04-26,0.24,US$/Wp
2023-04-26,0.24,US$/Wp
2023-04-26,0.24,US$/Wp
2023-04-26,0.25,US$/Wp
2023-04-26,0.215,US$/Wp
2023-04-26,0.215,US$/Wp
2023-04-26,0.22,US$/Wp
2023-04-26,0.22,US$/Wp
2023-04-26,0.26,US$/Wp
2023-04-26,0.28,US$/Wp
2023-05-03,0.205,US$/Wp
2023-05-03,0.24,US$/Wp
2023-05-03,0.24,US$/Wp
2023-05-03,0.24,US$/Wp
2023-05-03,0.25,US$/Wp
2023-05-03,0.215,US$/Wp
2023-05-03,0.215,US$/Wp
2023-05-03,0.22,US$/Wp
2023-05-03,0.22,US$/Wp
2023-05-03,0.26,US$/Wp
2023-05-03,0.28,US$/Wp
2023-05-10,0.203,US$/Wp
2023-05-10,0.24,US$/Wp
2023-05-10,0.24,US$/Wp
2023-05-10,0.24,US$/Wp
2023-05-10,0.25,US$/Wp
2023-05-10,0.21,US$/Wp
2023-05-10,0.21,US$/Wp
2023-05-10,0.215,US$/Wp
2023-05-10,0.215,US$/Wp
2023-05-10,0.26,US$/Wp
2023-05-10,0.28,US$/Wp
2023-05-17,0.198,US$/Wp
2023-05-17,0.24,US$/Wp
2023-05-17,0.24,US$/Wp
2023-05-17,0.24,US$/Wp
2023-05-17,0.24,US$/Wp
2023-05-17,0.21,US$/Wp
2023-05-17,0.21,US$/Wp
2023-05-17,0.215,US$/Wp
2023-05-17,0.215,US$/Wp
2023-05-17,0.25,US$/Wp
2023-05-17,0.27,US$/Wp
2023-05-24,0.195,US$/Wp
2023-05-24,0.23,US$/Wp
2023-05-24,0.23,US$/Wp
2023-05-24,0.23,US$/Wp
2023-05-24,0.24,US$/Wp
2023-05-24,0.21,US$/Wp
2023-05-24,0.21,US$/Wp
2023-05-24,0.215,US$/Wp
2023-05-24,0.215,US$/Wp
2023-05-24,0.25,US$/Wp
2023-05-24,0.26,US$/Wp
2023-05-31,0.193,US$/Wp
2023-05-31,0.23,US$/Wp
2023-05-31,0.23,US$/Wp
2023-05-31,0.23,US$/Wp
2023-05-31,0.23,US$/Wp
2023-05-31,0.21,US$/Wp
2023-05-31,0.21,US$/Wp
2023-05-31,0.215,US$/Wp
2023-05-31,0.215,US$/Wp
2023-05-31,0.24,US$/Wp
2023-05-31,0.26,US$/Wp
2023-06-07,0.187,US$/Wp
2023-06-07,0.218,US$/Wp
2023-06-07,0.221,US$/Wp
2023-06-07,0.22,US$/Wp
2023-06-07,0.223,US$/Wp
2023-06-07,0.205,US$/Wp
2023-06-07,0.205,US$/Wp
2023-06-07,0.21,US$/Wp
2023-06-07,0.21,US$/Wp
2023-06-07,0.238,US$/Wp
2023-06-07,0.252,US$/Wp
2023-06-14,0.167,US$/Wp
2023-06-14,0.203,US$/Wp
2023-06-14,0.207,US$/Wp
2023-06-14,0.204,US$/Wp
2023-06-14,0.209,US$/Wp
2023-06-14,0.2,US$/Wp
2023-06-14,0.2,US$/Wp
2023-06-14,0.205,US$/Wp
2023-06-14,0.205,US$/Wp
2023-06-14,0.224,US$/Wp
2023-06-14,0.245,US$/Wp
2023-06-21,0.165,US$/Wp
2023-06-21,0.199,US$/Wp
2023-06-21,0.202,US$/Wp
2023-06-21,0.201,US$/Wp
2023-06-21,0.203,US$/Wp
2023-06-21,0.2,US$/Wp
2023-06-21,0.2,US$/Wp
2023-06-21,0.205,US$/Wp
2023-06-21,0.205,US$/Wp
2023-06-21,0.216,US$/Wp
2023-06-21,0.242,US$/Wp
2023-06-28,0.151,US$/Wp
2023-06-28,0.186,US$/Wp
2023-06-28,0.189,US$/Wp
2023-06-28,0.187,US$/Wp
2023-06-28,0.19,US$/Wp
2023-06-28,0.195,US$/Wp
2023-06-28,0.195,US$/Wp
2023-06-28,0.2,US$/Wp
2023-06-28,0.2,US$/Wp
2023-06-28,0.214,US$/Wp
2023-06-28,0.233,US$/Wp
2023-07-05,0.15,US$/Wp
2023-07-05,0.184,US$/Wp
2023-07-05,0.187,US$/Wp
2023-07-05,0.187,US$/Wp
2023-07-05,0.19,US$/Wp
2023-07-05,0.19,US$/Wp
2023-07-05,0.19,US$/Wp
2023-07-05,0.194,US$/Wp
2023-07-05,0.194,US$/Wp
2023-07-05,0.208,US$/Wp
2023-07-05,0.226,US$/Wp
2023-07-12,0.15,US$/Wp
2023-07-12,0.185,US$/Wp
2023-07-12,0.188,US$/Wp
2023-07-12,0.188,US$/Wp
2023-07-12,0.191,US$/Wp
2023-07-12,0.185,US$/Wp
2023-07-12,0.185,US$/Wp
2023-07-12,0.19,US$/Wp
2023-07-12,0.19,US$/Wp
2023-07-12,0.202,US$/Wp
2023-07-12,0.22,US$/Wp
2023-07-19,0.15,US$/Wp
2023-07-19,0.185,US$/Wp
2023-07-19,0.188,US$/Wp
2023-07-19,0.188,US$/Wp
2023-07-19,0.191,US$/Wp
2023-07-19,0.18,US$/Wp
2023-07-19,0.18,US$/Wp
2023-07-19,0.185,US$/Wp
2023-07-19,0.185,US$/Wp
2023-07-19,0.199,US$/Wp
2023-07-19,0.22,US$/Wp
2023-07-26,0.148,US$/Wp
2023-07-26,0.182,US$/Wp
2023-07-26,0.186,US$/Wp
2023-07-26,0.183,US$/Wp
2023-07-26,0.188,US$/Wp
2023-07-26,0.18,US$/Wp
2023-07-26,0.18,US$/Wp
2023-07-26,0.185,US$/Wp
2023-07-26,0.185,US$/Wp
2023-07-26,0.2,US$/Wp
2023-07-26,0.221,US$/Wp
2023-08-02,0.147,US$/Wp
2023-08-02,0.178,US$/Wp
2023-08-02,0.181,US$/Wp
2023-08-02,0.181,US$/Wp
2023-08-02,0.184,US$/Wp
2023-08-02,0.175,US$/Wp
2023-08-02,0.175,US$/Wp
2023-08-02,0.18,US$/Wp
2023-08-02,0.18,US$/Wp
2023-08-02,0.195,US$/Wp
2023-08-02,0.22,US$/Wp
2023-08-09,0.146,US$/Wp
2023-08-09,0.178,US$/Wp
2023-08-09,0.181,US$/Wp
2023-08-09,0.181,US$/Wp
2023-08-09,0.184,US$/Wp
2023-08-09,0.175,US$/Wp
2023-08-09,0.175,US$/Wp
2023-08-09,0.18,US$/Wp
2023-08-09,0.18,US$/Wp
2023-08-09,0.195,US$/Wp
2023-08-09,0.22,US$/Wp
2023-08-16,0.145,US$/Wp
2023-08-16,0.174,US$/Wp
2023-08-16,0.173,US$/Wp
2023-08-16,0.176,US$/Wp
2023-08-16,0.184,US$/Wp
2023-08-16,0.17,US$/Wp
2023-08-16,0.17,US$/Wp
2023-08-16,0.175,US$/Wp
2023-08-16,0.175,US$/Wp
2023-08-16,0.185,US$/Wp
2023-08-16,0.217,US$/Wp
2023-08-23,0.144,US$/Wp
2023-08-23,0.169,US$/Wp
2023-08-23,0.169,US$/Wp
2023-08-23,0.17,US$/Wp
2023-08-23,0.184,US$/Wp
2023-08-23,0.17,US$/Wp
2023-08-23,0.17,US$/Wp
2023-08-23,0.175,US$/Wp
2023-08-23,0.175,US$/Wp
2023-08-23,0.186,US$/Wp
2023-08-23,0.217,US$/Wp
2023-08-30,0.142,US$/Wp
2023-08-30,0.169,US$/Wp
2023-08-30,0.169,US$/Wp
2023-08-30,0.17,US$/Wp
2023-08-30,0.184,US$/Wp
2023-08-30,0.17,US$/Wp
2023-08-30,0.17,US$/Wp
2023-08-30,0.175,US$/Wp
2023-08-30,0.175,US$/Wp
2023-08-30,0.185,US$/Wp
2023-08-30,0.217,US$/Wp
2023-09-06,0.141,US$/Wp
2023-09-06,0.168,US$/Wp
2023-09-06,0.168,US$/Wp
2023-09-06,0.169,US$/Wp
2023-09-06,0.184,US$/Wp
2023-09-06,0.16,US$/Wp
2023-09-06,0.16,US$/Wp
2023-09-06,0.165,US$/Wp
2023-09-06,0.165,US$/Wp
2023-09-06,0.182,US$/Wp
2023-09-06,0.216,US$/Wp
2023-09-13,0.14,US$/Wp
2023-09-13,0.169,US$/Wp
2023-09-13,0.169,US$/Wp
2023-09-13,0.17,US$/Wp
2023-09-13,0.184,US$/Wp
2023-09-13,0.16,US$/Wp
2023-09-13,0.16,US$/Wp
2023-09-13,0.165,US$/Wp
2023-09-13,0.165,US$/Wp
2023-09-13,0.183,US$/Wp
2023-09-13,0.213,US$/Wp
2023-09-20,0.14,US$/Wp
2023-09-20,0.166,US$/Wp
2023-09-20,0.168,US$/Wp
2023-09-20,0.168,US$/Wp
2023-09-20,0.17,US$/Wp
2023-09-20,0.15,US$/Wp
2023-09-20,0.15,US$/Wp
2023-09-20,0.155,US$/Wp
2023-09-20,0.155,US$/Wp
2023-09-20,0.178,US$/Wp
2023-09-20,0.21,US$/Wp
2023-09-27,0.139,US$/Wp
2023-09-27,0.166,US$/Wp
2023-09-27,0.168,US$/Wp
2023-09-27,0.168,US$/Wp
2023-09-27,0.17,US$/Wp
2023-09-27,0.15,US$/Wp
2023-09-27,0.15,US$/Wp
2023-09-27,0.155,US$/Wp
2023-09-27,0.155,US$/Wp
2023-09-27,0.178,US$/Wp
2023-09-27,0.206,US$/Wp
2023-10-04,0.138,US$/Wp
2023-10-04,0.166,US$/Wp
2023-10-04,0.168,US$/Wp
2023-10-04,0.168,US$/Wp
2023-10-04,0.17,US$/Wp
2023-10-04,0.15,US$/Wp
2023-10-04,0.15,US$/Wp
2023-10-04,0.155,US$/Wp
2023-10-04,0.155,US$/Wp
2023-10-04,0.18,US$/Wp
2023-10-04,0.208,US$/Wp
2023-10-11,0.133,US$/Wp
2023-10-11,0.164,US$/Wp
2023-10-11,0.166,US$/Wp
2023-10-11,0.166,US$/Wp
2023-10-11,0.167,US$/Wp
2023-10-11,0.145,US$/Wp
2023-10-11,0.145,US$/Wp
2023-10-11,0.15,US$/Wp
2023-10-11,0.15,US$/Wp
2023-10-11,0.175,US$/Wp
2023-10-11,0.203,US$/Wp
2023-10-18,0.131,US$/Wp
2023-10-18,0.164,US$/Wp
2023-10-18,0.165,US$/Wp
2023-10-18,0.165,US$/Wp
2023-10-18,0.167,US$/Wp
2023-10-18,0.135,US$/Wp
2023-10-18,0.135,US$/Wp
2023-10-18,0.14,US$/Wp
2023-10-18,0.14,US$/Wp
2023-10-18,0.169,US$/Wp
2023-10-18,0.199,US$/Wp
2023-10-25,0.128,US$/Wp
2023-10-25,0.157,US$/Wp
2023-10-25,0.158,US$/Wp
2023-10-25,0.158,US$/Wp
2023-10-25,0.16,US$/Wp
2023-10-25,0.135,US$/Wp
2023-10-25,0.135,US$/Wp
2023-10-25,0.14,US$/Wp
2023-10-25,0.14,US$/Wp
2023-10-25,0.164,US$/Wp
2023-10-25,0.191,US$/Wp
2023-11-01,0.125,US$/Wp
2023-11-01,0.148,US$/Wp
2023-11-01,0.152,US$/Wp
2023-11-01,0.149,US$/Wp
2023-11-01,0.154,US$/Wp
2023-11-01,0.13,US$/Wp
2023-11-01,0.13,US$/Wp
2023-11-01,0.135,US$/Wp
2023-11-01,0.135,US$/Wp
2023-11-01,0.161,US$/Wp
2023-11-01,0.189,US$/Wp
2023-11-08,0.122,US$/Wp
2023-11-08,0.148,US$/Wp
2023-11-08,0.152,US$/Wp
2023-11-08,0.15,US$/Wp
2023-11-08,0.154,US$/Wp
2023-11-08,0.13,US$/Wp
2023-11-08,0.13,US$/Wp
2023-11-08,0.135,US$/Wp
2023-11-08,0.135,US$/Wp
2023-11-08,0.159,US$/Wp
2023-11-08,0.189,US$/Wp
2023-11-15,0.121,US$/Wp
2023-11-15,0.146,US$/Wp
2023-11-15,0.149,US$/Wp
2023-11-15,0.148,US$/Wp
2023-11-15,0.15,US$/Wp
2023-11-15,0.13,US$/Wp
2023-11-15,0.13,US$/Wp
2023-11-15,0.135,US$/Wp
2023-11-15,0.135,US$/Wp
2023-11-15,0.156,US$/Wp
2023-11-15,0.186,US$/Wp
2023-11-22,0.12,US$/Wp
2023-11-22,0.145,US$/Wp
2023-11-22,0.146,US$/Wp
2023-11-22,0.146,US$/Wp
2023-11-22,0.15,US$/Wp
2023-11-22,0.13,US$/Wp
2023-11-22,0.13,US$/Wp
2023-11-22,0.135,US$/Wp
2023-11-22,0.135,US$/Wp
2023-11-22,0.154,US$/Wp
2023-11-22,0.19,US$/Wp
2023-11-29,0.117,US$/Wp
2023-11-29,0.129,US$/Wp
2023-11-29,0.13,US$/Wp
2023-11-29,0.13,US$/Wp
2023-11-29,0.131,US$/Wp
2023-11-29,0.13,US$/Wp
2023-11-29,0.13,US$/Wp
2023-11-29,0.135,US$/Wp
2023-11-29,0.135,US$/Wp
2023-11-29,0.154,US$/Wp
2023-11-29,0.187,US$/Wp
2023-12-06,0.114,US$/Wp
2023-12-06,0.126,US$/Wp
2023-12-06,0.128,US$/Wp
2023-12-06,0.128,US$/Wp
2023-12-06,0.129,US$/Wp
2023-12-06,0.13,US$/Wp
2023-12-06,0.13,US$/Wp
2023-12-06,0.135,US$/Wp
2023-12-06,0.135,US$/Wp
2023-12-06,0.15,US$/Wp
2023-12-06,0.184,US$/Wp
2023-12-13,0.112,US$/Wp
2023-12-13,0.126,US$/Wp
2023-12-13,0.128,US$/Wp
2023-12-13,0.128,US$/Wp
2023-12-13,0.129,US$/Wp
2023-12-13,0.125,US$/Wp
2023-12-13,0.125,US$/Wp
2023-12-13,0.13,US$/Wp
2023-12-13,0.13,US$/Wp
2023-12-13,0.15,US$/Wp
2023-12-13,0.19,US$/Wp
2023-12-20,0.11,US$/Wp
2023-12-20,0.137,US$/Wp
2023-12-20,0.14,US$/Wp
2023-12-20,0.14,US$/Wp
2023-12-20,0.141,US$/Wp
2023-12-20,0.125,US$/Wp
2023-12-20,0.125,US$/Wp
2023-12-20,0.13,US$/Wp
2023-12-20,0.13,US$/Wp
2023-12-20,0.144,US$/Wp
2023-12-20,0.179,US$/Wp
2023-12-27,0.107,US$/Wp
2023-12-27,0.137,US$/Wp
2023-12-27,0.14,US$/Wp
2023-12-27,0.14,US$/Wp
2023-12-27,0.142,US$/Wp
2023-12-27,0.125,US$/Wp
2023-12-27,0.125,US$/Wp
2023-12-27,0.13,US$/Wp
2023-12-27,0.13,US$/Wp
2023-12-27,0.143,US$/Wp
2023-12-27,0.176,US$/Wp
2024-01-03,0.107,US$/Wp
2024-01-03,0.137,US$/Wp
2024-01-03,0.14,US$/Wp
2024-01-03,0.14,US$/Wp
2024-01-03,0.142,US$/Wp
2024-01-03,0.125,US$/Wp
2024-01-03,0.125,US$/Wp
2024-01-03,0.13,US$/Wp
2024-01-03,0.13,US$/Wp
2024-01-03,0.143,US$/Wp
2024-01-03,0.176,US$/Wp
2024-01-10,0.106,US$/Wp
2024-01-10,0.129,US$/Wp
2024-01-10,0.132,US$/Wp
2024-01-10,0.131,US$/Wp
2024-01-10,0.135,US$/Wp
2024-01-10,0.115,US$/Wp
2024-01-10,0.115,US$/Wp
2024-01-10,0.12,US$/Wp
2024-01-10,0.12,US$/Wp
2024-01-10,0.13,US$/Wp
2024-01-10,0.16,US$/Wp
2024-01-17,0.106,US$/Wp
2024-01-17,0.129,US$/Wp
2024-01-17,0.132,US$/Wp
2024-01-17,0.131,US$/Wp
2024-01-17,0.135,US$/Wp
2024-01-17,0.115,US$/Wp
2024-01-17,0.115,US$/Wp
2024-01-17,0.12,US$/Wp
2024-01-17,0.12,US$/Wp
2024-01-17,0.13,US$/Wp
2024-01-17,0.155,US$/Wp
2024-01-24,0.104,US$/Wp
2024-01-24,0.13,US$/Wp
2024-01-24,0.133,US$/Wp
2024-01-24,0.132,US$/Wp
2024-01-24,0.136,US$/Wp
2024-01-24,0.115,US$/Wp
2024-01-24,0.115,US$/Wp
2024-01-24,0.12,US$/Wp
2024-01-24,0.12,US$/Wp
2024-01-24,0.13,US$/Wp
2024-01-24,0.155,US$/Wp
2024-01-31,0.102,US$/Wp
2024-01-31,0.13,US$/Wp
2024-01-31,0.133,US$/Wp
2024-01-31,0.131,US$/Wp
2024-01-31,0.136,US$/Wp
