date,base_price
2021-05-05,0.218
2021-05-05,0.226
2021-05-05,0.23
2021-05-05,0.23
2021-05-12,0.192
2021-05-12,0.27
2021-05-12,0.27
2021-05-12,0.22
2021-05-12,0.228
2021-05-12,0.233
2021-05-12,0.233
2021-05-19,0.197
2021-05-19,0.27
2021-05-19,0.27
2021-05-19,0.223
2021-05-19,0.233
2021-05-19,0.237
2021-05-19,0.237
2021-05-26,0.202
2021-05-26,0.28
2021-05-26,0.28
2021-05-26,0.227
2021-05-26,0.236
2021-05-26,0.24
2021-05-26,0.24
2021-06-02,0.203
2021-06-02,0.28
2021-06-02,0.28
2021-06-02,0.233
2021-06-02,0.242
2021-06-02,0.245
2021-06-02,0.245
2021-06-09,0.202
2021-06-09,0.28
2021-06-09,0.28
2021-06-09,0.237
2021-06-09,0.245
2021-06-09,0.248
2021-06-09,0.248
2021-06-16,0.202
2021-06-16,0.28
2021-06-16,0.28
2021-06-16,0.24
2021-06-16,0.245
2021-06-16,0.248
2021-06-16,0.248
2021-06-23,0.198
2021-06-23,0.27
2021-06-23,0.27
2021-06-23,0.24
2021-06-23,0.245
2021-06-23,0.248
2021-06-23,0.248
2021-06-30,0.197
2021-06-30,0.27
2021-06-30,0.27
2021-06-30,0.24
2021-06-30,0.245
2021-06-30,0.248
2021-06-30,0.248
2021-07-07,0.196
2021-07-07,0.27
2021-07-07,0.27
2021-07-07,0.24
2021-07-07,0.245
2021-07-07,0.248
2021-07-07,0.248
2021-07-14,0.195
2021-07-14,0.27
2021-07-14,0.27
2021-07-14,0.24
2021-07-14,0.245
2021-07-14,0.248
2021-07-14,0.248
2021-07-21,0.194
2021-07-21,0.27
2021-07-21,0.27
2021-07-21,0.24
2021-07-21,0.245
2021-07-21,0.248
2021-07-21,0.248
2021-07-28,0.193
2021-07-28,0.27
2021-07-28,0.27
2021-07-28,0.24
2021-07-28,0.245
2021-07-28,0.248
2021-07-28,0.248
2021-08-04,0.193
2021-08-04,0.27
2021-08-04,0.27
2021-08-04,0.24
2021-08-04,0.24
2021-08-04,0.245
2021-08-04,0.245
2021-08-11,0.193
2021-08-11,0.27
2021-08-11,0.27
2021-08-11,0.24
2021-08-11,0.24
2021-08-11,0.245
2021-08-11,0.245
2021-08-11,0.193
2021-08-11,0.27
2021-08-11,0.27
2021-08-11,0.24
2021-08-11,0.24
2021-08-11,0.245
2021-08-11,0.245
2021-08-18,0.193
2021-08-18,0.27
2021-08-18,0.27
2021-08-18,0.24
2021-08-18,0.24
2021-08-18,0.245
2021-08-18,0.245
2021-08-25,0.193
2021-08-25,0.27
2021-08-25,0.27
2021-08-25,0.24
2021-08-25,0.24
2021-08-25,0.245
2021-08-25,0.245
2021-09-01,0.193
2021-09-01,0.27
2021-09-01,0.27
2021-09-01,0.24
2021-09-01,0.24
2021-09-01,0.245
2021-09-01,0.245
2021-09-08,0.193
2021-09-08,0.28
2021-09-08,0.28
2021-09-08,0.24
2021-09-08,0.24
2021-09-08,0.245
2021-09-08,0.245
2021-09-15,0.193
2021-09-15,0.28
2021-09-15,0.28
2021-09-15,0.24
2021-09-15,0.242
2021-09-15,0.245
2021-09-15,0.245
2021-09-22,0.193
2021-09-22,0.28
2021-09-22,0.28
2021-09-22,0.24
2021-09-22,0.245
2021-09-22,0.245
2021-09-22,0.245
2021-09-29,0.197
2021-09-29,0.28
2021-09-29,0.28
2021-09-29,0.245
2021-09-29,0.25
2021-09-29,0.25
2021-09-29,0.25
2021-10-06,0.203
2021-10-06,0.28
2021-10-06,0.28
2021-10-06,0.245
2021-10-06,0.25
2021-10-06,0.25
2021-10-06,0.25
2021-10-13,0.218
2021-10-13,0.33
2021-10-13,0.33
2021-10-13,0.27
2021-10-13,0.275
2021-10-13,0.275
2021-10-13,0.275
2021-10-20,0.219
2021-10-20,0.33
2021-10-20,0.33
