Territory,Year,Scenario,Connection,Type,Capacity(MW),AC/DC,Estimated/Confirmed,Installed/Decomissioned
EU,2006,Historical Primary,Off-grid,Cumulative,45.3064,,,Installed
EU,2007,Historical Primary,Off-grid,Cumulative,47.43,,,Installed
EU,2008,Historical Primary,Off-grid,Cumulative,55.788,,,Installed
EU,2009,Historical Primary,Off-grid,Cumulative,62.369,,,Installed
EU,2010,Historical Primary,Off-grid,Cumulative,79.896,,,Installed
EU,2011,Historical Primary,Off-grid,Cumulative,85.352,,,Installed
EU,2012,Historical Primary,Off-grid,Cumulative,99.392,,,Installed
EU,2013,Historical Primary,Off-grid,Cumulative,110.9182,,,Installed
EU,2014,Historical Primary,Off-grid,Cumulative,115.2432,,,Installed
EU,2015,Historical Primary,Off-grid,Cumulative,129.2892,,,Installed
EU,2016,Historical Primary,Off-grid,Cumulative,133.0712,,,Installed
EU,2017,Historical Primary,Off-grid,Cumulative,136.6772,,,Installed
EU,2018,Historical Primary,Off-grid,Cumulative,139.5312,,,Installed
EU,2019,Historical Primary,Off-grid,Cumulative,136.9692,,,Installed
EU,2020,Historical Primary,Off-grid,Cumulative,147.7992,,,Installed
EU,2021,Historical Primary,Off-grid,Cumulative,96.4824,,,Installed
EU,2022,Historical Primary,Off-grid,Cumulative,131.7724,,,Installed
EU,2023,Historical Primary,Off-grid,Cumulative,218.5912,,,Installed
EU,2024,Historical Primary,Off-grid,Cumulative,252.4912,,,Installed
EU,2025,Forecast - High,Total,Cumulative,81340,,,Installed
EU,2026,Forecast - High,Total,Cumulative,167931,,,Installed
EU,2027,Forecast - High,Total,Cumulative,258749,,,Installed
EU,2028,Forecast - High,Total,Cumulative,354844,,,Installed
EU,2029,Forecast - High,Total,Cumulative,456216,,,Installed
EU,2030,Forecast - High,Total,Cumulative,563665,,,Installed
EU,2025,Forecast - High,Distributed,Cumulative,43904,,,Installed
EU,2026,Forecast - High,Distributed,Cumulative,90099.6,,,Installed
EU,2027,Forecast - High,Distributed,Cumulative,138838.9,,,Installed
EU,2028,Forecast - High,Distributed,Cumulative,190332.9,,,Installed
EU,2029,Forecast - High,Distributed,Cumulative,250918.6,,,Installed
EU,2030,Forecast - High,Distributed,Cumulative,308577,,,Installed
EU,2025,Forecast - High,Centralised,Cumulative,37436,,,Installed
EU,2026,Forecast - High,Centralised,Cumulative,77831.4,,,Installed
EU,2027,Forecast - High,Centralised,Cumulative,119910.1,,,Installed
EU,2028,Forecast - High,Centralised,Cumulative,164511.1,,,Installed
EU,2029,Forecast - High,Centralised,Cumulative,205297.4,,,Installed
EU,2030,Forecast - High,Centralised,Cumulative,255088,,,Installed
EU,2025,Forecast - Low,Total,Cumulative,55465,,,Installed
EU,2026,Forecast - Low,Total,Cumulative,113126,,,Installed
EU,2027,Forecast - Low,Total,Cumulative,174586.2,,,Installed
EU,2028,Forecast - Low,Total,Cumulative,240900.6,,,Installed
EU,2029,Forecast - Low,Total,Cumulative,312069.2,,,Installed
EU,2030,Forecast - Low,Total,Cumulative,388092,,,Installed
EU,2025,Forecast - Low,Distributed,Cumulative,29632.5,,,Installed
EU,2026,Forecast - Low,Distributed,Cumulative,60384.5,,,Installed
EU,2027,Forecast - Low,Distributed,Cumulative,93273.26,,,Installed
EU,2028,Forecast - Low,Distributed,Cumulative,128819.28,,,Installed
EU,2029,Forecast - Low,Distributed,Cumulative,167109.06,,,Installed
EU,2030,Forecast - Low,Distributed,Cumulative,208076.6,,,Installed
EU,2025,Forecast - Low,Centralised,Cumulative,25832.5,,,Installed
EU,2026,Forecast - Low,Centralised,Cumulative,52741.5,,,Installed
EU,2027,Forecast - Low,Centralised,Cumulative,81312.94,,,Installed
EU,2028,Forecast - Low,Centralised,Cumulative,112081.32,,,Installed
EU,2029,Forecast - Low,Centralised,Cumulative,144960.14,,,Installed
EU,2030,Forecast - Low,Centralised,Cumulative,180015.4,,,Installed
EU,2025,Forecast - Most probable,Total,Cumulative,66550,,,Installed
EU,2026,Forecast - Most probable,Total,Cumulative,138195,,,Installed
EU,2027,Forecast - Most probable,Total,Cumulative,213835,,,Installed
EU,2028,Forecast - Most probable,Total,Cumulative,294570,,,Installed
EU,2029,Forecast - Most probable,Total,Cumulative,380400,,,Installed
EU,2030,Forecast - Most probable,Total,Cumulative,471325,,,Installed
EU,2025,Forecast - Most probable,Distributed,Cumulative,36308.5,,,Installed
EU,2026,Forecast - Most probable,Distributed,Cumulative,74835.5,,,Installed
EU,2027,Forecast - Most probable,Distributed,Cumulative,115746.5,,,Installed
EU,2028,Forecast - Most probable,Distributed,Cumulative,159532,,,Installed
EU,2029,Forecast - Most probable,Distributed,Cumulative,206273,,,Installed
EU,2030,Forecast - Most probable,Distributed,Cumulative,255891.5,,,Installed
EU,2025,Forecast - Most probable,Centralised,Cumulative,30241.5,,,Installed
EU,2026,Forecast - Most probable,Centralised,Cumulative,63359.5,,,Installed
EU,2027,Forecast - Most probable,Centralised,Cumulative,98088.5,,,Installed
EU,2028,Forecast - Most probable,Centralised,Cumulative,135038,,,Installed
EU,2029,Forecast - Most probable,Centralised,Cumulative,174127,,,Installed
EU,2030,Forecast - Most probable,Centralised,Cumulative,215433.5,,,Installed
EU,2013,Historical Primary,Centralised,Cumulative,23275.6664,,,Installed
EU,2014,Historical Primary,Centralised,Cumulative,24799.4913,,,Installed
EU,2015,Historical Primary,Centralised,Cumulative,26245.6013,,,Installed
EU,2016,Historical Primary,Centralised,Cumulative,27301.5243,,,Installed
EU,2017,Historical Primary,Centralised,Cumulative,28793.3393,,,Installed
EU,2008,Historical Primary,Centralised,Cumulative,4644.9914,,,Installed
EU,2009,Historical Primary,Centralised,Cumulative,5588.7759,,,Installed
EU,2010,Historical Primary,Centralised,Cumulative,8887.3839,,,Installed
EU,2011,Historical Primary,Centralised,Cumulative,14391.5939,,,Installed
EU,2012,Historical Primary,Centralised,Cumulative,19741.5499,,,Installed
EU,1999,Historical Primary,Centralised,Cumulative,8.0768,,,Installed
EU,2000,Historical Primary,Centralised,Cumulative,9.6427,,,Installed
EU,2001,Historical Primary,Centralised,Cumulative,15.8171,,,Installed
EU,2002,Historical Primary,Centralised,Cumulative,28.6268,,,Installed
EU,2003,Historical Primary,Centralised,Cumulative,39.639,,,Installed
EU,2004,Historical Primary,Centralised,Cumulative,134.2244,,,Installed
EU,2005,Historical Primary,Centralised,Cumulative,202.578,,,Installed
EU,2006,Historical Primary,Centralised,Cumulative,338.0158,,,Installed
EU,2007,Historical Primary,Centralised,Cumulative,1045.2865,,,Installed
EU,1992,Historical Primary,Centralised,Cumulative,0.7,,,Installed
EU,1993,Historical Primary,Centralised,Cumulative,3.5,,,Installed
EU,1994,Historical Primary,Centralised,Cumulative,4.6183,,,Installed
EU,1995,Historical Primary,Centralised,Cumulative,5.9402,,,Installed
EU,1996,Historical Primary,Centralised,Cumulative,5.9988,,,Installed
EU,1997,Historical Primary,Centralised,Cumulative,6.4561,,,Installed
EU,1998,Historical Primary,Centralised,Cumulative,6.9768,,,Installed
ASEAN,2010,Historical Primary,Total,Annual,8.59,,,Installed
ASEAN,2010,Historical Primary,Centralised,Annual,6.08,,,Installed
ASEAN,2011,Historical Primary,Total,Annual,199.07,,,Installed
ASEAN,2011,Historical Primary,Centralised,Annual,148.97,,,Installed
ASEAN,2012,Historical Primary,Total,Annual,186.261,,,Installed
ASEAN,2012,Historical Primary,Centralised,Annual,137.709,,,Installed
ASEAN,2013,Historical Primary,Total,Annual,559.463,,,Installed
ASEAN,2013,Historical Primary,Centralised,Annual,398.251,,,Installed
ASEAN,2015,Historical Primary,Total,Annual,389.323,,,Installed
ASEAN,2015,Historical Primary,Centralised,Annual,146.401,,,Installed
ASEAN,2015,Historical Primary,Off-grid,Annual,13.43,,,Installed
ASEAN,2016,Historical Primary,Total,Annual,1791.429,,,Installed
ASEAN,2016,Historical Primary,Centralised,Annual,864.585,,,Installed
ASEAN,2016,Historical Primary,Off-grid,Annual,10,,,Installed
ASEAN,2017,Historical Primary,Total,Annual,825.032,,,Installed
ASEAN,2017,Historical Primary,Centralised,Annual,502.08,,,Installed
ASEAN,2017,Historical Primary,Off-grid,Annual,17.9,,,Installed
ASEAN,2018,Historical Primary,Total,Annual,6440.298,,,Installed
ASEAN,2018,Historical Primary,Centralised,Annual,6070.13,,,Installed
ASEAN,2018,Historical Primary,Off-grid,Annual,36.74,,,Installed
ASEAN,2019,Historical Primary,Total,Annual,5902.19,,,Installed
ASEAN,2019,Historical Primary,Centralised,Annual,5401.14,,,Installed
ASEAN,2019,Historical Primary,Off-grid,Annual,14.85,,,Installed
ASEAN,2020,Historical Primary,Total,Annual,11873.49,,,Installed
ASEAN,2020,Historical Primary,Centralised,Annual,1940.54,,,Installed
ASEAN,2020,Historical Primary,Off-grid,Annual,5.95,,,Installed
ASEAN,2021,Historical Primary,Total,Annual,3429.71,,,Installed
ASEAN,2021,Historical Primary,Centralised,Annual,2352.92,,,Installed
ASEAN,2021,Historical Primary,Off-grid,Annual,25.79,,,Installed
ASEAN,2022,Historical Primary,Total,Annual,1958.688,,,Installed
ASEAN,2022,Historical Primary,Distributed,Annual,935.3,,,Installed
ASEAN,2022,Historical Primary,Centralised,Annual,1023.508,,,Installed
ASEAN,2023,Historical Primary,Total,Annual,8697.596,,,Installed
ASEAN,2023,Historical Primary,Distributed,Annual,2320.892,,,Installed
ASEAN,2023,Historical Primary,Centralised,Annual,6368.704,,,Installed
ASEAN,2024,Historical Primary,Total,Annual,7208.348,,,Installed
ASEAN,2024,Historical Primary,Distributed,Annual,3448.756,,,Installed
ASEAN,2024,Historical Primary,Centralised,Annual,3758.8,,,Installed
ASEAN,2006,Historical Primary,Total,Annual,7.486,,,Installed
ASEAN,2006,Historical Primary,Distributed,Annual,0.486,,,Installed
ASEAN,2007,Historical Primary,Total,Annual,0.154,,,Installed
ASEAN,2007,Historical Primary,Distributed,Annual,0.154,,,Installed
ASEAN,2008,Historical Primary,Total,Annual,0.535,,,Installed
ASEAN,2008,Historical Primary,Distributed,Annual,0.535,,,Installed
ASEAN,2009,Historical Primary,Total,Annual,15.8,,,Installed
ASEAN,2009,Historical Primary,Distributed,Annual,1.8,,,Installed
ASEAN,2010,Historical Primary,Distributed,Annual,2.4,,,Installed
ASEAN,2011,Historical Primary,Distributed,Annual,50.1,,,Installed
ASEAN,2012,Historical Primary,Distributed,Annual,47.552,,,Installed
ASEAN,2012,Historical Primary,Off-grid,Annual,1,,,Installed
ASEAN,2013,Historical Primary,Distributed,Annual,161.212,,,Installed
ASEAN,2014,Historical Primary,Total,Annual,582.736,,,Installed
ASEAN,2014,Historical Primary,Distributed,Annual,177.136,,,Installed
ASEAN,2014,Historical Primary,Centralised,Annual,405.6,,,Installed
ASEAN,2015,Historical Primary,Distributed,Annual,229.492,,,Installed
ASEAN,2016,Historical Primary,Distributed,Annual,916.844,,,Installed
ASEAN,2017,Historical Primary,Distributed,Annual,305.052,,,Installed
ASEAN,2018,Historical Primary,Distributed,Annual,333.428,,,Installed
ASEAN,2019,Historical Primary,Distributed,Annual,486.2,,,Installed
ASEAN,2020,Historical Primary,Distributed,Annual,9927,,,Installed
ASEAN,2021,Historical Primary,Distributed,Annual,1051,,,Installed
ASEAN,2022,Historical Primary,Off-grid,Annual,-0.12,,,Installed
ASEAN,2023,Historical Primary,Off-grid,Annual,8,,,Installed
ASEAN,2024,Historical Primary,Off-grid,Annual,0.792,,,Installed
ASEAN,2005,Historical Primary,Total,Annual,24.98,,,Installed
ASEAN,2005,Historical Primary,Centralised,Annual,3.68,,,Installed
ASEAN,2005,Historical Primary,Off-grid,Annual,21.3,,,Installed
ASEAN,2006,Historical Primary,Off-grid,Annual,7,,,Installed
ASEAN,2009,Historical Primary,Centralised,Annual,13.62,,,Installed
ASEAN,2009,Historical Primary,Off-grid,Annual,0.38,,,Installed
ASEAN,2010,Historical Primary,Off-grid,Annual,0.11,,,Installed
ASEAN,2010,Historical Primary,Total,Cumulative,57.545,,,Installed
ASEAN,2011,Historical Primary,Total,Cumulative,256.615,,,Installed
ASEAN,2012,Historical Primary,Total,Cumulative,442.876,,,Installed
ASEAN,2013,Historical Primary,Total,Cumulative,1002.339,,,Installed
ASEAN,2014,Historical Primary,Total,Cumulative,1585.075,,,Installed
ASEAN,2015,Historical Primary,Total,Cumulative,1974.398,,,Installed
ASEAN,2016,Historical Primary,Total,Cumulative,3765.827,,,Installed
ASEAN,2017,Historical Primary,Total,Cumulative,4590.859,,,Installed
ASEAN,2018,Historical Primary,Total,Cumulative,11031.157,,,Installed
ASEAN,2019,Historical Primary,Total,Cumulative,16933.347,,,Installed
ASEAN,2020,Historical Primary,Total,Cumulative,28806.837,,,Installed
ASEAN,2021,Historical Primary,Total,Cumulative,32236.547,,,Installed
ASEAN,2022,Historical Primary,Total,Cumulative,34195.235,,,Installed
ASEAN,2023,Historical Primary,Total,Cumulative,42892.831,,,Installed
ASEAN,2024,Historical Primary,Total,Cumulative,50101.179,,,Installed
ASEAN,2022,Historical Primary,Distributed,Cumulative,14625.691,,,Installed
ASEAN,2023,Historical Primary,Distributed,Cumulative,16946.583,,,Installed
ASEAN,2024,Historical Primary,Distributed,Cumulative,20395.339,,,Installed
ASEAN,2010,Historical Primary,Centralised,Cumulative,23.38,,,Installed
ASEAN,2011,Historical Primary,Centralised,Cumulative,172.35,,,Installed
ASEAN,2012,Historical Primary,Centralised,Cumulative,310.059,,,Installed
ASEAN,2013,Historical Primary,Centralised,Cumulative,708.31,,,Installed
ASEAN,2014,Historical Primary,Centralised,Cumulative,1113.91,,,Installed
ASEAN,2015,Historical Primary,Centralised,Cumulative,1260.311,,,Installed
ASEAN,2016,Historical Primary,Centralised,Cumulative,2124.896,,,Installed
ASEAN,2017,Historical Primary,Centralised,Cumulative,2626.976,,,Installed
ASEAN,2018,Historical Primary,Centralised,Cumulative,8697.106,,,Installed
ASEAN,2019,Historical Primary,Centralised,Cumulative,14098.246,,,Installed
ASEAN,2020,Historical Primary,Centralised,Cumulative,16038.786,,,Installed
ASEAN,2021,Historical Primary,Centralised,Cumulative,18391.706,,,Installed
ASEAN,2022,Historical Primary,Centralised,Cumulative,19415.214,,,Installed
ASEAN,2023,Historical Primary,Centralised,Cumulative,25783.918,,,Installed
ASEAN,2024,Historical Primary,Centralised,Cumulative,29542.718,,,Installed
ASEAN,2015,Historical Primary,Off-grid,Cumulative,43.22,,,Installed
ASEAN,2016,Historical Primary,Off-grid,Cumulative,53.22,,,Installed
ASEAN,2017,Historical Primary,Off-grid,Cumulative,71.12,,,Installed
ASEAN,2018,Historical Primary,Off-grid,Cumulative,107.86,,,Installed
ASEAN,2019,Historical Primary,Off-grid,Cumulative,122.71,,,Installed
ASEAN,2020,Historical Primary,Off-grid,Cumulative,128.66,,,Installed
ASEAN,2021,Historical Primary,Off-grid,Cumulative,154.45,,,Installed
ASEAN,2022,Historical Primary,Off-grid,Cumulative,154.33,,,Installed
ASEAN,2023,Historical Primary,Off-grid,Cumulative,162.33,,,Installed
ASEAN,2024,Historical Primary,Off-grid,Cumulative,163.122,,,Installed
ASEAN,2006,Historical Primary,Total,Cumulative,32.466,,,Installed
ASEAN,2007,Historical Primary,Total,Cumulative,32.62,,,Installed
ASEAN,2008,Historical Primary,Total,Cumulative,33.155,,,Installed
ASEAN,2009,Historical Primary,Total,Cumulative,48.955,,,Installed
ASEAN,2006,Historical Primary,Distributed,Cumulative,0.486,,,Installed
